columna_pca,componente,correlacion_columna_score
parentesco_desc__hermano_a,PC44,0.0066688391083734744
parentesco_desc__hermano_a,PC45,-0.024344079227572004
parentesco_desc__hermano_a,PC46,0.0015440466547226965
parentesco_desc__hermano_a,PC47,-0.03149656657555319
parentesco_desc__hermano_a,PC48,0.0028630280922116213
parentesco_desc__hermano_a,PC49,-0.029687679196869203
parentesco_desc__hermano_a,PC50,-0.016935819524714693
parentesco_desc__hermano_a,PC51,-0.02126080260817872
parentesco_desc__hermano_a,PC52,-3.977718348813331e-05
parentesco_desc__hermano_a,PC53,0.0009343482840054703
parentesco_desc__hermano_a,PC54,-0.007685299714120993
parentesco_desc__hermano_a,PC55,-0.0080661560875221
parentesco_desc__hermano_a,PC56,1.535734411667964e-05
parentesco_desc__hermano_a,PC57,-0.006796774826203301
parentesco_desc__hermano_a,PC58,-0.0021053220018657846
parentesco_desc__hermano_a,PC59,-0.0035104041778923553
parentesco_desc__hermano_a,PC60,-0.0019917055306613706
parentesco_desc__hermano_a,PC61,-0.002883070839780561
parentesco_desc__hermano_a,PC62,-5.393930307452759e-07
parentesco_desc__hermano_a,PC63,-0.002032451671469654
parentesco_desc__hermano_a,PC64,1.0221435009846127e-06
parentesco_desc__hermano_a,PC65,-5.406657988318175e-07
parentesco_desc__hermano_a,PC66,-6.456622054958373e-06
parentesco_desc__hermano_a,PC67,-7.523247641714017e-17
parentesco_desc__hermano_a,PC68,-6.331268058539694e-17
parentesco_desc__hermano_a,PC69,2.689326653779342e-16
parentesco_desc__hermano_a,PC70,1.1720888903057572e-17
parentesco_desc__hermano_a,PC71,4.214960968021286e-17
parentesco_desc__hermano_a,PC72,-2.0127266913130093e-17
parentesco_desc__hermano_a,PC73,-2.151880999965892e-16
parentesco_desc__hermano_a,PC74,2.4539273693887267e-16
parentesco_desc__hermano_a,PC75,-2.0953801222692067e-17
parentesco_desc__hermano_a,PC76,1.9772623435092936e-16
parentesco_desc__hermano_a,PC77,7.249786038688804e-17
parentesco_desc__hijastro_a_entenado_a,PC1,0.03488507291485921
parentesco_desc__hijastro_a_entenado_a,PC2,-0.011381344167587501
parentesco_desc__hijastro_a_entenado_a,PC3,-0.024473245487566964
parentesco_desc__hijastro_a_entenado_a,PC4,0.012053484598591565
parentesco_desc__hijastro_a_entenado_a,PC5,-0.0225746872028708
parentesco_desc__hijastro_a_entenado_a,PC6,-0.02700450601930424
parentesco_desc__hijastro_a_entenado_a,PC7,-0.010579875635551055
parentesco_desc__hijastro_a_entenado_a,PC8,-0.018702027446174708
parentesco_desc__hijastro_a_entenado_a,PC9,-0.017880354019284856
parentesco_desc__hijastro_a_entenado_a,PC10,-0.0022199382695685835
parentesco_desc__hijastro_a_entenado_a,PC11,-0.014203399472954853
parentesco_desc__hijastro_a_entenado_a,PC12,-0.010430357546968985
parentesco_desc__hijastro_a_entenado_a,PC13,0.006428763838631112
parentesco_desc__hijastro_a_entenado_a,PC14,0.006464071450135311
parentesco_desc__hijastro_a_entenado_a,PC15,-0.010998207716424284
parentesco_desc__hijastro_a_entenado_a,PC16,-0.008552688255995497
parentesco_desc__hijastro_a_entenado_a,PC17,-0.0018196680106590494
parentesco_desc__hijastro_a_entenado_a,PC18,0.004636927816370088
parentesco_desc__hijastro_a_entenado_a,PC19,0.013319432416233972
parentesco_desc__hijastro_a_entenado_a,PC20,0.012018724139416785
parentesco_desc__hijastro_a_entenado_a,PC21,-0.009458633945944954
parentesco_desc__hijastro_a_entenado_a,PC22,-0.02851652915212619
parentesco_desc__hijastro_a_entenado_a,PC23,-0.03285758662348636
parentesco_desc__hijastro_a_entenado_a,PC24,-0.0025188206043566816
parentesco_desc__hijastro_a_entenado_a,PC25,0.020393583664086324
parentesco_desc__hijastro_a_entenado_a,PC26,-0.011027573533083014
parentesco_desc__hijastro_a_entenado_a,PC27,0.014245632186481332
parentesco_desc__hijastro_a_entenado_a,PC28,-0.01124484463479078
parentesco_desc__hijastro_a_entenado_a,PC29,-0.04341268236809485
parentesco_desc__hijastro_a_entenado_a,PC30,0.004152387628850921
parentesco_desc__hijastro_a_entenado_a,PC31,-0.014921684539982853
parentesco_desc__hijastro_a_entenado_a,PC32,0.05876353646127606
parentesco_desc__hijastro_a_entenado_a,PC33,0.0005073191720419046
parentesco_desc__hijastro_a_entenado_a,PC34,0.0028586986281273928
parentesco_desc__hijastro_a_entenado_a,PC35,-0.0018295648662458308
parentesco_desc__hijastro_a_entenado_a,PC36,-0.07492944727642385
parentesco_desc__hijastro_a_entenado_a,PC37,0.017754510236047773
parentesco_desc__hijastro_a_entenado_a,PC38,-0.0013741753222919042
parentesco_desc__hijastro_a_entenado_a,PC39,-0.07160532052082144
parentesco_desc__hijastro_a_entenado_a,PC40,0.11341188256086472
parentesco_desc__hijastro_a_entenado_a,PC41,0.13908407500154768
parentesco_desc__hijastro_a_entenado_a,PC42,0.12690791685337038
parentesco_desc__hijastro_a_entenado_a,PC43,0.013756469773358327
parentesco_desc__hijastro_a_entenado_a,PC44,-0.016667519984541967
parentesco_desc__hijastro_a_entenado_a,PC45,0.19621215088090035
parentesco_desc__hijastro_a_entenado_a,PC46,-0.033694663361878006
parentesco_desc__hijastro_a_entenado_a,PC47,0.9201063686503896
parentesco_desc__hijastro_a_entenado_a,PC48,-0.010511947943307157
parentesco_desc__hijastro_a_entenado_a,PC49,-0.1759870767522861
parentesco_desc__hijastro_a_entenado_a,PC50,-0.06707575895009332
parentesco_desc__hijastro_a_entenado_a,PC51,-0.06014211121307896
parentesco_desc__hijastro_a_entenado_a,PC52,-0.0005059359810191724
parentesco_desc__hijastro_a_entenado_a,PC53,0.0024820519039099077
parentesco_desc__hijastro_a_entenado_a,PC54,-0.019877490687606948
parentesco_desc__hijastro_a_entenado_a,PC55,-0.01969906180072341
parentesco_desc__hijastro_a_entenado_a,PC56,-7.522236588406237e-05
parentesco_desc__hijastro_a_entenado_a,PC57,-0.01641468344451719
parentesco_desc__hijastro_a_entenado_a,PC58,-0.004952595406040789
parentesco_desc__hijastro_a_entenado_a,PC59,-0.008193135885646595
parentesco_desc__hijastro_a_entenado_a,PC60,-0.004598791514161058
parentesco_desc__hijastro_a_entenado_a,PC61,-0.006659246241381203
parentesco_desc__hijastro_a_entenado_a,PC62,-5.151958769897709e-06
parentesco_desc__hijastro_a_entenado_a,PC63,-0.004675669027177908
parentesco_desc__hijastro_a_entenado_a,PC64,7.658342387549225e-07
parentesco_desc__hijastro_a_entenado_a,PC65,1.0645461304070141e-06
parentesco_desc__hijastro_a_entenado_a,PC66,-1.7641609533353796e-05
parentesco_desc__hijastro_a_entenado_a,PC67,8.619905116374147e-16
parentesco_desc__hijastro_a_entenado_a,PC68,2.772876567597847e-16
parentesco_desc__hijastro_a_entenado_a,PC69,3.8077231969851146e-16
parentesco_desc__hijastro_a_entenado_a,PC70,2.5454575683900467e-17
parentesco_desc__hijastro_a_entenado_a,PC71,-5.988467804273385e-16
parentesco_desc__hijastro_a_entenado_a,PC72,7.801702357022256e-17
parentesco_desc__hijastro_a_entenado_a,PC73,-1.075350206332226e-16
parentesco_desc__hijastro_a_entenado_a,PC74,-4.738896474052709e-16
parentesco_desc__hijastro_a_entenado_a,PC75,-1.044919675733844e-16
parentesco_desc__hijastro_a_entenado_a,PC76,-9.85475155880134e-16
parentesco_desc__hijastro_a_entenado_a,PC77,1.7235056006901826e-16
parentesco_desc__hijo_a_adoptivo_a,PC1,0.005643272276767034
parentesco_desc__hijo_a_adoptivo_a,PC2,-0.0006684473704752511
parentesco_desc__hijo_a_adoptivo_a,PC3,-0.00028497385985991845
parentesco_desc__hijo_a_adoptivo_a,PC4,0.0038573181705633865
parentesco_desc__hijo_a_adoptivo_a,PC5,0.0011829129114745538
parentesco_desc__hijo_a_adoptivo_a,PC6,0.0014535155530535702
parentesco_desc__hijo_a_adoptivo_a,PC7,0.00026577544078779255
parentesco_desc__hijo_a_adoptivo_a,PC8,-0.00036379646907663474
parentesco_desc__hijo_a_adoptivo_a,PC9,-0.004670393745246067
parentesco_desc__hijo_a_adoptivo_a,PC10,0.0014847935120904712
parentesco_desc__hijo_a_adoptivo_a,PC11,-0.002217460906228413
parentesco_desc__hijo_a_adoptivo_a,PC12,0.0008526754273201233
parentesco_desc__hijo_a_adoptivo_a,PC13,0.00041241862154771586
parentesco_desc__hijo_a_adoptivo_a,PC14,-0.0011074564491994796
parentesco_desc__hijo_a_adoptivo_a,PC15,0.003443311093711803
parentesco_desc__hijo_a_adoptivo_a,PC16,-0.001333977710201247
parentesco_desc__hijo_a_adoptivo_a,PC17,-0.00168488921461767
parentesco_desc__hijo_a_adoptivo_a,PC18,0.0024095396676937046
parentesco_desc__hijo_a_adoptivo_a,PC19,0.00016296288706149265
parentesco_desc__hijo_a_adoptivo_a,PC20,0.0069554963605974575
parentesco_desc__hijo_a_adoptivo_a,PC21,0.003679724643508062
parentesco_desc__hijo_a_adoptivo_a,PC22,0.00039063370722849087
parentesco_desc__hijo_a_adoptivo_a,PC23,-0.0051447927823898496
parentesco_desc__hijo_a_adoptivo_a,PC24,-0.0004749959305068859
parentesco_desc__hijo_a_adoptivo_a,PC25,0.001565533103790896
parentesco_desc__hijo_a_adoptivo_a,PC26,0.0017256795493886933
parentesco_desc__hijo_a_adoptivo_a,PC27,0.00933701431742849
parentesco_desc__hijo_a_adoptivo_a,PC28,0.004625365586267768
parentesco_desc__hijo_a_adoptivo_a,PC29,-0.004414825647845386
parentesco_desc__hijo_a_adoptivo_a,PC30,-0.0005960010469598642
parentesco_desc__hijo_a_adoptivo_a,PC31,-0.00047711636436564733
parentesco_desc__hijo_a_adoptivo_a,PC32,0.006385823480879615
parentesco_desc__hijo_a_adoptivo_a,PC33,0.0015701017801608276
parentesco_desc__hijo_a_adoptivo_a,PC34,0.006416176206012968
parentesco_desc__hijo_a_adoptivo_a,PC35,0.004610715800498298
parentesco_desc__hijo_a_adoptivo_a,PC36,-0.007049944046285289
parentesco_desc__hijo_a_adoptivo_a,PC37,-0.004694061559450981
parentesco_desc__hijo_a_adoptivo_a,PC38,0.002445963794789438
parentesco_desc__hijo_a_adoptivo_a,PC39,-0.004613963800739524
parentesco_desc__hijo_a_adoptivo_a,PC40,0.008205920531511049
parentesco_desc__hijo_a_adoptivo_a,PC41,0.007145433058229781
parentesco_desc__hijo_a_adoptivo_a,PC42,0.00460645409664624
parentesco_desc__hijo_a_adoptivo_a,PC43,0.0008666696050471513
parentesco_desc__hijo_a_adoptivo_a,PC44,-0.00130517977884001
parentesco_desc__hijo_a_adoptivo_a,PC45,0.0045263963562906925
parentesco_desc__hijo_a_adoptivo_a,PC46,4.875779453816796e-05
parentesco_desc__hijo_a_adoptivo_a,PC47,0.004797108219558239
parentesco_desc__hijo_a_adoptivo_a,PC48,-0.0002099126004292715
parentesco_desc__hijo_a_adoptivo_a,PC49,0.010778869226249486
parentesco_desc__hijo_a_adoptivo_a,PC50,0.00756474661466265
parentesco_desc__hijo_a_adoptivo_a,PC51,0.023989910878335265
parentesco_desc__hijo_a_adoptivo_a,PC52,7.70115772789785e-05
parentesco_desc__hijo_a_adoptivo_a,PC53,-0.0015929655466975932
parentesco_desc__hijo_a_adoptivo_a,PC54,0.013380907936168885
parentesco_desc__hijo_a_adoptivo_a,PC55,0.029331531314156355
parentesco_desc__hijo_a_adoptivo_a,PC56,0.00013242529019506902
parentesco_desc__hijo_a_adoptivo_a,PC57,0.038140367344472535
parentesco_desc__hijo_a_adoptivo_a,PC58,0.013476222292330971
parentesco_desc__hijo_a_adoptivo_a,PC59,0.031447098012848444
parentesco_desc__hijo_a_adoptivo_a,PC60,0.021230672145142685
parentesco_desc__hijo_a_adoptivo_a,PC61,0.6997837221701578
parentesco_desc__hijo_a_adoptivo_a,PC62,-0.7064544153215325
parentesco_desc__hijo_a_adoptivo_a,PC63,-0.075103404738299
parentesco_desc__hijo_a_adoptivo_a,PC64,5.430186773404684e-05
parentesco_desc__hijo_a_adoptivo_a,PC65,2.1997181530330992e-05
parentesco_desc__hijo_a_adoptivo_a,PC66,-0.0002762633549045653
parentesco_desc__hijo_a_adoptivo_a,PC67,-4.180021730774813e-15
parentesco_desc__hijo_a_adoptivo_a,PC68,-1.800081547331674e-15
parentesco_desc__hijo_a_adoptivo_a,PC69,3.465694821030568e-16
parentesco_desc__hijo_a_adoptivo_a,PC70,-2.1071753504092569e-16
parentesco_desc__hijo_a_adoptivo_a,PC71,2.9059998552083097e-15
parentesco_desc__hijo_a_adoptivo_a,PC72,-2.515356306950673e-16
parentesco_desc__hijo_a_adoptivo_a,PC73,1.1934177223361106e-15
parentesco_desc__hijo_a_adoptivo_a,PC74,2.8279985675784728e-15
parentesco_desc__hijo_a_adoptivo_a,PC75,9.0600574726488e-16
parentesco_desc__hijo_a_adoptivo_a,PC76,4.399187850612775e-15
parentesco_desc__hijo_a_adoptivo_a,PC77,-8.554836640537596e-16
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC1,0.25349116791166587
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC2,-0.1033250076294214
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC3,-0.16738907844631723
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC4,0.42915071191687865
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC5,-0.4342328309203283
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC6,-0.11844320067828365
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC7,-0.09824219341868207
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC8,-0.011594436134546044
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC9,-0.027261709844063675
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC10,-0.004816195061178866
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC11,0.24294868512054915
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC12,0.061594310867211684
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC13,0.07004883098172089
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC14,-0.05889235479314383
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC15,-0.005710803482371692
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC16,-0.060591299090117984
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC17,-0.04076383415673683
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC18,0.010249747254402003
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC19,-0.05565165516006706
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC20,-0.05613917116168864
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC21,0.13382264149240997
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC22,0.2966030428222375
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC23,0.4810901374128076
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC24,-0.0675911870683746
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC25,-0.21087991429860364
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC26,0.04129656022784933
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC27,-0.038936108768899365
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC28,0.08427852418430229
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC29,0.09471056765251358
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC30,-0.003425139757607702
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC31,0.019338441682593802
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC32,-0.07325890485227943
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC33,-0.005173750081140527
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC34,-0.0004190243871764782
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC35,0.010387683142070284
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC36,0.058272798264236106
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC37,-0.003123547148996368
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC38,-0.00679620618238715
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC39,0.015153720852533664
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC40,-0.03052991608284309
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC41,-0.01811432683728747
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC42,-0.0094538811884246
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC43,-0.0020827749233289805
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC44,0.00026429182376408943
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC45,-0.00844340750093226
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC46,-0.00030251404997427806
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC47,-0.005966444289854883
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC48,-0.0007734032703751871
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC49,-0.008215180989568176
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC50,-0.004137260784788178
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC51,-0.005686504597319949
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC52,-5.5322077411536474e-05
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC53,0.00024726968112639475
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC54,-0.002051166102767855
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC55,-0.00218131518608783
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC56,-9.601509310815614e-06
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC57,-0.0018568018516625718
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC58,-0.0005631607404474855
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC59,-0.0009372386073744645
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC60,-0.0005256046111750869
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC61,-0.0007851615572664049
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC62,-6.692508099530172e-07
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC63,-0.000555150077567492
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC64,2.5218707588826584e-07
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC65,1.1421004009998962e-07
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC66,-2.2016834654506347e-06
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC67,5.54852581547751e-16
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC68,2.112084885679832e-16
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC69,-6.624972011590142e-17
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC70,3.804575571504094e-17
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC71,-3.936353762710883e-16
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC72,-1.77654847742983e-17
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC73,-1.6671204166845568e-16
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC74,-4.03842358230774e-16
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC75,-1.2681343086672545e-16
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC76,-6.298633480181987e-16
parentesco_desc__hijo_a_hijo_a_consanguineo_hijo_a_reconocido,PC77,1.6174693255343547e-16
parentesco_desc__jefe_a,PC1,-0.27466547683650283
parentesco_desc__jefe_a,PC2,0.26723602142793873
parentesco_desc__jefe_a,PC3,0.12630165392780587
parentesco_desc__jefe_a,PC4,-0.32471833749022044
parentesco_desc__jefe_a,PC5,0.48932441995947895
parentesco_desc__jefe_a,PC6,-0.16499485434810668
parentesco_desc__jefe_a,PC7,0.07865034976679658
parentesco_desc__jefe_a,PC8,-0.09233690874323132
parentesco_desc__jefe_a,PC9,0.3441560192491825
parentesco_desc__jefe_a,PC10,0.13388307432077762
parentesco_desc__jefe_a,PC11,0.07823996722457768
parentesco_desc__jefe_a,PC12,-0.024096328330801692
parentesco_desc__jefe_a,PC13,-0.05981119907865353
parentesco_desc__jefe_a,PC14,0.000463985679555574
parentesco_desc__jefe_a,PC15,0.08663225558033752
parentesco_desc__jefe_a,PC16,0.06755601874296896
parentesco_desc__jefe_a,PC17,0.15228172362825984
parentesco_desc__jefe_a,PC18,-0.11928629097383547
parentesco_desc__jefe_a,PC19,0.36881889454865163
parentesco_desc__jefe_a,PC20,0.27909627270255777
parentesco_desc__jefe_a,PC21,0.005466481256906187
parentesco_desc__jefe_a,PC22,-0.055976484977002305
parentesco_desc__jefe_a,PC23,-0.07071575992224458
parentesco_desc__jefe_a,PC24,0.007625192327714603
parentesco_desc__jefe_a,PC25,0.04983555898554866
parentesco_desc__jefe_a,PC26,-0.0061336703618151125
parentesco_desc__jefe_a,PC27,0.0028039261670953623
parentesco_desc__jefe_a,PC28,0.00399519968456381
parentesco_desc__jefe_a,PC29,0.07687660413070242
parentesco_desc__jefe_a,PC30,-0.007236842171169088
parentesco_desc__jefe_a,PC31,0.030819960554423563
parentesco_desc__jefe_a,PC32,-0.12711009403699738
parentesco_desc__jefe_a,PC33,-0.011070309066385555
parentesco_desc__jefe_a,PC34,0.007134110977869238
parentesco_desc__jefe_a,PC35,-0.023112282262839755
parentesco_desc__jefe_a,PC36,0.06460852539501964
parentesco_desc__jefe_a,PC37,-0.006503472639985242
parentesco_desc__jefe_a,PC38,0.0223565044135828
parentesco_desc__jefe_a,PC39,0.01747500065072801
parentesco_desc__jefe_a,PC40,-0.02133302274762685
parentesco_desc__jefe_a,PC41,-0.011333010495414672
parentesco_desc__jefe_a,PC42,-0.006134585673484722
parentesco_desc__jefe_a,PC43,-0.0006149150987133828
parentesco_desc__jefe_a,PC44,0.0007844519063535737
parentesco_desc__jefe_a,PC45,-0.0033400964680131754
parentesco_desc__jefe_a,PC46,6.953138215487855e-05
parentesco_desc__jefe_a,PC47,-0.006176519558170424
parentesco_desc__jefe_a,PC48,0.00016359501376589532
parentesco_desc__jefe_a,PC49,-0.0058312589052088165
parentesco_desc__jefe_a,PC50,-0.003700880802356798
parentesco_desc__jefe_a,PC51,-0.004745568135347918
parentesco_desc__jefe_a,PC52,-1.7077886870601475e-06
parentesco_desc__jefe_a,PC53,0.00020247065749384854
parentesco_desc__jefe_a,PC54,-0.00173576563786526
parentesco_desc__jefe_a,PC55,-0.0018569702245784872
parentesco_desc__jefe_a,PC56,7.784729998228372e-07
parentesco_desc__jefe_a,PC57,-0.0015678761489152698
parentesco_desc__jefe_a,PC58,-0.0004888148554665597
parentesco_desc__jefe_a,PC59,-0.0008208804068171263
parentesco_desc__jefe_a,PC60,-0.0004701436855068197
parentesco_desc__jefe_a,PC61,-0.0006716907134054441
parentesco_desc__jefe_a,PC62,-4.3694272500143476e-08
parentesco_desc__jefe_a,PC63,-0.0004740281080564697
parentesco_desc__jefe_a,PC64,2.6256390409786446e-07
parentesco_desc__jefe_a,PC65,-2.6014228062967006e-07
parentesco_desc__jefe_a,PC66,-1.432267063624736e-06
parentesco_desc__jefe_a,PC67,-3.2744190005888946e-17
parentesco_desc__jefe_a,PC68,-4.654744613982935e-18
parentesco_desc__jefe_a,PC69,-2.6092941445313856e-18
parentesco_desc__jefe_a,PC70,1.942963436624315e-17
parentesco_desc__jefe_a,PC71,2.0029211654403155e-18
parentesco_desc__jefe_a,PC72,2.877390149693706e-17
parentesco_desc__jefe_a,PC73,8.609136168259779e-17
parentesco_desc__jefe_a,PC74,1.9857393675673835e-17
parentesco_desc__jefe_a,PC75,1.859677942957638e-17
parentesco_desc__jefe_a,PC76,-6.332920824319805e-17
parentesco_desc__jefe_a,PC77,-2.670204824961823e-17
parentesco_desc__madre_padre,PC1,-0.017148734286658925
parentesco_desc__madre_padre,PC2,-0.03040801670185346
parentesco_desc__madre_padre,PC3,0.05255453927973104
parentesco_desc__madre_padre,PC4,-0.008816757477854249
parentesco_desc__madre_padre,PC5,0.02806163360273301
parentesco_desc__madre_padre,PC6,0.034032215345798936
parentesco_desc__madre_padre,PC7,0.03348353661852057
parentesco_desc__madre_padre,PC8,0.026235822856524395
parentesco_desc__madre_padre,PC9,-0.022234157806407286
parentesco_desc__madre_padre,PC10,-0.024617879363955736
parentesco_desc__madre_padre,PC11,0.014590269149607172
parentesco_desc__madre_padre,PC12,-0.010737788349001798
parentesco_desc__madre_padre,PC13,-0.01633204392308124
parentesco_desc__madre_padre,PC14,0.005147480568994258
parentesco_desc__madre_padre,PC15,-0.006741385881025363
parentesco_desc__madre_padre,PC16,0.0009464936126764077
parentesco_desc__madre_padre,PC17,0.006159402528056459
parentesco_desc__madre_padre,PC18,-0.003626878488756913
parentesco_desc__madre_padre,PC19,-0.027777638549083435
parentesco_desc__madre_padre,PC20,-0.019577611964241712
parentesco_desc__madre_padre,PC21,0.005881074758095779
parentesco_desc__madre_padre,PC22,0.03336435598567663
parentesco_desc__madre_padre,PC23,0.022863160570990713
parentesco_desc__madre_padre,PC24,0.0038508302879132214
parentesco_desc__madre_padre,PC25,-0.02910648482112866
parentesco_desc__madre_padre,PC26,0.016043603016402116
parentesco_desc__madre_padre,PC27,-0.004424126989689645
parentesco_desc__madre_padre,PC28,0.023504524768103278
parentesco_desc__madre_padre,PC29,-0.036399765917117535
parentesco_desc__madre_padre,PC30,0.004935770965778083
parentesco_desc__madre_padre,PC31,-0.03385370786067804
parentesco_desc__madre_padre,PC32,0.1409205034096157
parentesco_desc__madre_padre,PC33,0.017774066476762662
parentesco_desc__madre_padre,PC34,-0.003528548482678233
parentesco_desc__madre_padre,PC35,0.05677432533788068
parentesco_desc__madre_padre,PC36,-0.12275267647374974
parentesco_desc__madre_padre,PC37,0.06918154908063359
parentesco_desc__madre_padre,PC38,-0.14381467780876211
parentesco_desc__madre_padre,PC39,-0.14180351029410213
parentesco_desc__madre_padre,PC40,0.10578793361177749
parentesco_desc__madre_padre,PC41,0.15119904406596132
parentesco_desc__madre_padre,PC42,0.18573710518737463
parentesco_desc__madre_padre,PC43,0.07943426443992795
parentesco_desc__madre_padre,PC44,-0.2663820750201288
parentesco_desc__madre_padre,PC45,0.8094085596803001
parentesco_desc__madre_padre,PC46,0.02129621784016386
parentesco_desc__madre_padre,PC47,-0.29100176108225656
parentesco_desc__madre_padre,PC48,0.036867707745247676
parentesco_desc__madre_padre,PC49,-0.07771100150746232
